StringId	Values
tip.inventory.20030	可获得对应等级的绿装
tip.inventory.20031	可获得对应等级的蓝装
tip.inventory.20032	可获得对应等级的紫装
tip.inventory.20033	可获得对应等级的绿装
tip.inventory.20034	可获得对应等级的蓝装
tip.inventory.20035	可获得对应等级的紫装
tip.inventory.20036	可获得对应等级的绿装
tip.inventory.20037	可获得对应等级的蓝装
tip.inventory.20038	可获得对应等级的紫装
tip.inventory.20501	绿装成功率+20%
tip.inventory.20502	绿装成功率+40%
tip.inventory.20503	绿装成功率+100%
tip.inventory.20504	蓝装成功率+20%
tip.inventory.20505	蓝装成功率+40%
tip.inventory.20506	蓝装成功率+100%
tip.inventory.20507	紫装成功率+20%
tip.inventory.20508	紫装成功率+40%
tip.inventory.20509	紫装成功率+100%
tip.inventory.20510	金装成功率+20%
tip.inventory.20511	金装成功率+40%
tip.inventory.20512	金装成功率+100%
name.inventory.20501	开裂的祖母绿
name.inventory.20502	普通的祖母绿
name.inventory.20503	完美的祖母绿
name.inventory.20504	开裂的蓝宝石
name.inventory.20505	普通的蓝宝石
name.inventory.20506	完美的蓝宝石
name.inventory.20507	开裂的紫水晶
name.inventory.20508	普通的紫水晶
name.inventory.20509	完美的紫水晶
name.inventory.20510	开裂的黄水晶
name.inventory.20511	普通的黄水晶
name.inventory.20512	完美的黄水晶
name.badge.19001	Badge 1
name.badge.19002	Badge 2
name.badge.19003	Badge 3
name.badge.19004	Badge 4
name.badge.19005	Badge 5
name.badge.19006	Badge 6
name.badge.19007	Badge 7
name.badge.19008	Badge 8
name.badge.19009	Badge 9
name.badge.19010	Badge 10
name.badge.19011	Badge 11
name.badge.19012	Badge 12
name.badge.19013	Badge 13
name.badge.19014	Badge 14
name.badge.19015	Badge 15
name.badge.19016	Badge 16
name.badge.19017	Badge 17
name.badge.19018	Badge 18
name.badge.19019	Badge 19
name.badge.19020	Badge 20
name.pieceofbadge.19101	Piece Of Badge 1
name.pieceofbadge.19102	Piece Of Badge 1
name.pieceofbadge.19103	Piece Of Badge 1
name.pieceofbadge.19104	Piece Of Badge 1
name.pieceofbadge.19105	Piece Of Badge 2
name.pieceofbadge.19106	Piece Of Badge 2
name.pieceofbadge.19107	Piece Of Badge 2
name.pieceofbadge.19108	Piece Of Badge 2
name.pieceofbadge.19109	Piece Of Badge 3
name.pieceofbadge.19110	Piece Of Badge 3
name.pieceofbadge.19111	Piece Of Badge 3
name.pieceofbadge.19112	Piece Of Badge 3
name.pieceofbadge.19113	Piece Of Badge 4
name.pieceofbadge.19114	Piece Of Badge 4
name.pieceofbadge.19115	Piece Of Badge 4
name.pieceofbadge.19116	Piece Of Badge 4
name.pieceofbadge.19117	Piece Of Badge 5
name.pieceofbadge.19118	Piece Of Badge 5
name.pieceofbadge.19119	Piece Of Badge 5
name.pieceofbadge.19120	Piece Of Badge 5
name.pieceofbadge.19121	Piece Of Badge 6
name.pieceofbadge.19122	Piece Of Badge 6
name.pieceofbadge.19123	Piece Of Badge 6
name.pieceofbadge.19124	Piece Of Badge 6
name.pieceofbadge.19125	Piece Of Badge 7
name.pieceofbadge.19126	Piece Of Badge 7
name.pieceofbadge.19127	Piece Of Badge 7
name.pieceofbadge.19128	Piece Of Badge 7
name.pieceofbadge.19129	Piece Of Badge 8
name.pieceofbadge.19130	Piece Of Badge 8
name.pieceofbadge.19131	Piece Of Badge 8
name.pieceofbadge.19132	Piece Of Badge 8
name.pieceofbadge.19133	Piece Of Badge 9
name.pieceofbadge.19134	Piece Of Badge 9
name.pieceofbadge.19135	Piece Of Badge 9
name.pieceofbadge.19136	Piece Of Badge 9
name.pieceofbadge.19137	Piece Of Badge 10
name.pieceofbadge.19138	Piece Of Badge 10
name.pieceofbadge.19139	Piece Of Badge 10
name.pieceofbadge.19140	Piece Of Badge 10
name.pieceofbadge.19141	Piece Of Badge 11
name.pieceofbadge.19142	Piece Of Badge 11
name.pieceofbadge.19143	Piece Of Badge 11
name.pieceofbadge.19144	Piece Of Badge 11
name.pieceofbadge.19145	Piece Of Badge 12
name.pieceofbadge.19146	Piece Of Badge 12
name.pieceofbadge.19147	Piece Of Badge 12
name.pieceofbadge.19148	Piece Of Badge 12
name.pieceofbadge.19149	Piece Of Badge 13
name.pieceofbadge.19150	Piece Of Badge 13
name.pieceofbadge.19151	Piece Of Badge 13
name.pieceofbadge.19152	Piece Of Badge 13
name.pieceofbadge.19153	Piece Of Badge 14
name.pieceofbadge.19154	Piece Of Badge 14
name.pieceofbadge.19155	Piece Of Badge 14
name.pieceofbadge.19156	Piece Of Badge 14
name.pieceofbadge.19157	Piece Of Badge 15
name.pieceofbadge.19158	Piece Of Badge 15
name.pieceofbadge.19159	Piece Of Badge 15
name.pieceofbadge.19160	Piece Of Badge 15
name.pieceofbadge.19161	Piece Of Badge 16
name.pieceofbadge.19162	Piece Of Badge 16
name.pieceofbadge.19163	Piece Of Badge 16
name.pieceofbadge.19164	Piece Of Badge 16
name.pieceofbadge.19165	Piece Of Badge 17
name.pieceofbadge.19166	Piece Of Badge 17
name.pieceofbadge.19167	Piece Of Badge 17
name.pieceofbadge.19168	Piece Of Badge 17
name.pieceofbadge.19169	Piece Of Badge 18
name.pieceofbadge.19170	Piece Of Badge 18
name.pieceofbadge.19171	Piece Of Badge 18
name.pieceofbadge.19172	Piece Of Badge 18
name.pieceofbadge.19173	Piece Of Badge 19
name.pieceofbadge.19174	Piece Of Badge 19
name.pieceofbadge.19175	Piece Of Badge 19
name.pieceofbadge.19176	Piece Of Badge 19
name.pieceofbadge.19177	Piece Of Badge 20
name.pieceofbadge.19178	Piece Of Badge 20
name.pieceofbadge.19179	Piece Of Badge 20
name.pieceofbadge.19180	Piece Of Badge 20
tip.badge.19001	Badge 1
tip.badge.19002	Badge 2
tip.badge.19003	Badge 3
tip.badge.19004	Badge 4
tip.badge.19005	Badge 5
tip.badge.19006	Badge 6
tip.badge.19007	Badge 7
tip.badge.19008	Badge 8
tip.badge.19009	Badge 9
tip.badge.19010	Badge 10
tip.badge.19011	Badge 11
tip.badge.19012	Badge 12
tip.badge.19013	Badge 13
tip.badge.19014	Badge 14
tip.badge.19015	Badge 15
tip.badge.19016	Badge 16
tip.badge.19017	Badge 17
tip.badge.19018	Badge 18
tip.badge.19019	Badge 19
tip.badge.19020	Badge 20
tip.pieceofbadge.19101	Piece Of Badge 1
tip.pieceofbadge.19102	Piece Of Badge 1
tip.pieceofbadge.19103	Piece Of Badge 1
tip.pieceofbadge.19104	Piece Of Badge 1
tip.pieceofbadge.19105	Piece Of Badge 2
tip.pieceofbadge.19106	Piece Of Badge 2
tip.pieceofbadge.19107	Piece Of Badge 2
tip.pieceofbadge.19108	Piece Of Badge 2
tip.pieceofbadge.19109	Piece Of Badge 3
tip.pieceofbadge.19110	Piece Of Badge 3
tip.pieceofbadge.19111	Piece Of Badge 3
tip.pieceofbadge.19112	Piece Of Badge 3
tip.pieceofbadge.19113	Piece Of Badge 4
tip.pieceofbadge.19114	Piece Of Badge 4
tip.pieceofbadge.19115	Piece Of Badge 4
tip.pieceofbadge.19116	Piece Of Badge 4
tip.pieceofbadge.19117	Piece Of Badge 5
tip.pieceofbadge.19118	Piece Of Badge 5
tip.pieceofbadge.19119	Piece Of Badge 5
tip.pieceofbadge.19120	Piece Of Badge 5
tip.pieceofbadge.19121	Piece Of Badge 6
tip.pieceofbadge.19122	Piece Of Badge 6
tip.pieceofbadge.19123	Piece Of Badge 6
tip.pieceofbadge.19124	Piece Of Badge 6
tip.pieceofbadge.19125	Piece Of Badge 7
tip.pieceofbadge.19126	Piece Of Badge 7
tip.pieceofbadge.19127	Piece Of Badge 7
tip.pieceofbadge.19128	Piece Of Badge 7
tip.pieceofbadge.19129	Piece Of Badge 8
tip.pieceofbadge.19130	Piece Of Badge 8
tip.pieceofbadge.19131	Piece Of Badge 8
tip.pieceofbadge.19132	Piece Of Badge 8
tip.pieceofbadge.19133	Piece Of Badge 9
tip.pieceofbadge.19134	Piece Of Badge 9
tip.pieceofbadge.19135	Piece Of Badge 9
tip.pieceofbadge.19136	Piece Of Badge 9
tip.pieceofbadge.19137	Piece Of Badge 10
tip.pieceofbadge.19138	Piece Of Badge 10
tip.pieceofbadge.19139	Piece Of Badge 10
tip.pieceofbadge.19140	Piece Of Badge 10
tip.pieceofbadge.19141	Piece Of Badge 11
tip.pieceofbadge.19142	Piece Of Badge 11
tip.pieceofbadge.19143	Piece Of Badge 11
tip.pieceofbadge.19144	Piece Of Badge 11
tip.pieceofbadge.19145	Piece Of Badge 12
tip.pieceofbadge.19146	Piece Of Badge 12
tip.pieceofbadge.19147	Piece Of Badge 12
tip.pieceofbadge.19148	Piece Of Badge 12
tip.pieceofbadge.19149	Piece Of Badge 13
tip.pieceofbadge.19150	Piece Of Badge 13
tip.pieceofbadge.19151	Piece Of Badge 13
tip.pieceofbadge.19152	Piece Of Badge 13
tip.pieceofbadge.19153	Piece Of Badge 14
tip.pieceofbadge.19154	Piece Of Badge 14
tip.pieceofbadge.19155	Piece Of Badge 14
tip.pieceofbadge.19156	Piece Of Badge 14
tip.pieceofbadge.19157	Piece Of Badge 15
tip.pieceofbadge.19158	Piece Of Badge 15
tip.pieceofbadge.19159	Piece Of Badge 15
tip.pieceofbadge.19160	Piece Of Badge 15
tip.pieceofbadge.19161	Piece Of Badge 16
tip.pieceofbadge.19162	Piece Of Badge 16
tip.pieceofbadge.19163	Piece Of Badge 16
tip.pieceofbadge.19164	Piece Of Badge 16
tip.pieceofbadge.19165	Piece Of Badge 17
tip.pieceofbadge.19166	Piece Of Badge 17
tip.pieceofbadge.19167	Piece Of Badge 17
tip.pieceofbadge.19168	Piece Of Badge 17
tip.pieceofbadge.19169	Piece Of Badge 18
tip.pieceofbadge.19170	Piece Of Badge 18
tip.pieceofbadge.19171	Piece Of Badge 18
tip.pieceofbadge.19172	Piece Of Badge 18
tip.pieceofbadge.19173	Piece Of Badge 19
tip.pieceofbadge.19174	Piece Of Badge 19
tip.pieceofbadge.19175	Piece Of Badge 19
tip.pieceofbadge.19176	Piece Of Badge 19
tip.pieceofbadge.19177	Piece Of Badge 20
tip.pieceofbadge.19178	Piece Of Badge 20
tip.pieceofbadge.19179	Piece Of Badge 20
tip.pieceofbadge.19180	Piece Of Badge 20
tip.unlockForgingInfo	[#90de16]解锁工作台花费宝石[#fff100]{0}[#90de16]，您是否确定
error.accountNotExist	帐户不存在
error.passwordWrong	密码错误
error.accountAlreadyBinded	帐号已经绑定
error.accountBindRefused	拒绝绑定
error.accountBindDupBindPlatform	已经绑定过这个平台的帐号了
error.playerNotCreate	玩家还没有创建
error.playerExist	玩家已创建
error.systemError	系统错误
error.maxUserError	服务器人数已满，请稍后登陆
error.inGameError	你已经在游戏中
error.goldNotEnough	金币不足
error.lowLevelError	您的等级太低
error.levelNotSuitable	您的等级不匹配
error.arenaIdError	没有这个擂台
error.subArenaIdWrong	副擂台出错
error.arenaInfoError	擂台信息出错
error.arenaFail	进入擂台失败
error.epNotEnough	您的能量不足			
error.friendNotEnough	您的好友数目太少
error.itemNotEnough	您的装备不足
error.levelWrong	您的等级不足，无法开始此任务
error.moneyNotEnough	你的宝石不足
error.notSuchTask	不存在这个任务
error.notSuchMonster	怪物不存在
error.tooManyError	每日任务次数已达上限
error.intervalShortError	任务正在冷却中
error.questPrevTaskError	查询上一个任务失败
error.systemError	系统错误
error.moneyNotEnough	宝石不足
error.dailycountLimitError	每日任务次数已达上限
error.cannotImmediateCompleteBossTask	不能立即完成Boss任务
error.noNeed	不需要购买
error.task.already	任务已完成
error.task.need.fore.task	需要先完成前置任务
error.alreadyInGuild	已经加入公会
error.noSuchGuild	没有这个公会
error.noAuth	没有权限
error.notInApplyList	没有在申请列表中
error.noSuchMember	没有这个成员
error.onlyCommonMemberCouldBeKick	只有普通成员才可以被踢
error.cannotBuyThisTask	不能购买该任务
error.noSuchTask	没有这个任务
error.insurficiantEP	能量不足
error.insurficiantHP	生命不足
error.levelLimit	等级不足
error.insurficiantResource	公会资源不足
error.alreadyHadVP	已经有副会长了
error.maxMemberCount	已达最大人数
error.insurficiantMoney	宝石不足
error.duplicatedName	公会名已占用
error.taskCD	任务正在冷却中
error.guild.boss_cri_cost	消耗宝石数量出错
error.guild.boss_cri_rate	提升比例出错
error.guild.boss_cri_rate	公会出错
error.guild.	公会出错
error.userFail	已经达到最大值
error.guild.transfer.error.not.king	您不是会长
error.guild.transfer.error.not.in.guild	您不在这个公会
error.guild.transfer.error.target.not.in.guild	目标不是该公会成员
error.userFail	已达最大值
error.failed	通缉失败
error.hadBeWanted	玩家已经被通缉
error.wantedTooMuch	对方被通缉次数已达上限
error.issuetooMuch	你的通缉次数已达上限
error.FailKill	攻击失败
error.rewardError	领奖失败
error.level	等级不足
error.wrong	没有这个通缉
error.killself	不能通缉自己
error.anted.notwantedtoken	没有通缉令
error.wantednosp	法力不足
error.notEnoughGold	金币不足
error.notSuchMercenary	没有这个佣兵
error.hireTooMuch	雇佣数目达到上限
error.alreadyMaxLimit	已经到达最大上限无法继续扩展
error.notEnoughGem	宝石不足
error.cannotHireYourself	不能雇佣自己
error.alreadyHired	不能重复雇佣
error.levelLow	对方等级低于9级无法雇佣
error.selfLevelLow	自身等级低于9级无法雇佣
error.insufficientCash	个人金币不足
error.cashOverFlow	银行存款已达上限
error.moneyNotEnough	宝石不足
error.invalidId	错误的ID
error.alreadyUnlocked	已经解锁
error.incerficiantGem	宝石不足
error.wrongParam	参数错误
error.noEquipToGather	没有装备可以收取
error.equipIsBuilding	装备正在生产中
error.unlocked	装备锻造格未解锁
error.free	装备锻造格空闲
error.ready	已经锻造完成
error.EquipSlot.NotEnoughGold	金币不足
error.selfHPLow	自己生命过低
error.targetHPLow	对方生命过低
error.noSP	没有SP了
error.self	不能对自己进行好友操作
error.full	好友已达上限
error.invalid	该物品无法赠送
error.insufficiant	物品不足
error.level	等级不足
error.invalidParam	无效参数
error.notEnoughGold	金币不足
error.nilChest	没有这种宝箱
error.noChest	您没有这个宝箱
error.unableToCompose	该装备无法合成
error.auxStoneUnmatch	合成石不匹配
error.wrongAux	错误的辅助道具
error.insurficiantEquip	合成所需的装备不足
error.insurficiantAux	合成石不足
error.Compose.NotEnoughGold	金币不足
error.SnatchPlace.Exist	已经占了其它位置。
error.SnatchPlace.PK.LowHP	你的血量太低，无法抢占。
error.SnatchPlace.Leave.LowHP	你的血量太低，离开位置。
error.SnatchPlace.PK.Lose	你输了。
error.SnatchPlace.NewTarget	人换了。
error.fbovertime	超过次数限制
error.guild.battle.noguild	加入公会后才能参加公会战
error.guild.battle.maxbuf	已经达到BUFF上限
error.guild.battle.level	等级不足
error.guild.battle.no.rank	您在上次的公会战中无排名
error.guild.battle.awarded	您已经领取过公会战个人奖励
error.guild.battle.proceeding	公会战正在进行中，无法获取个人排名和领取个人奖励
error.guild.battle.no.award	您的排名没有奖励可领
error.glory.shop.no.such.item	没有这个道具
error.glory.shop.incerficiant.glory	荣誉值不足
error.daily.target.incomplete	每日目标还未完成
error.free.refill.ep.reach.day.limit	已达日上限
error.free.refill.ep.incerficiant.gem	宝石不足
error.recommander.err	该用户已经到达推荐次数上限
error.recommander.already	已经有推荐人
error.recommander.self	推荐人不能填写为自己
error.buy.gold.limit	已达最大购买金币上限
error.buy.gold.incerficiant.gem	宝石不足
error.gift.code.award.err	礼包验证失败，请确认您的礼包ID是否正确
error.gift.code.award.dup	您已领取过该类型礼包
error.gift.code.award.timeup	此礼包已过期
error.gift.code.award.level	您的等级不足，不可领取该礼包
error.gift.code.award.used	该礼包ID已经被领取过
error.mod.info.incerficiant.gem	宝石不足
error.buy.points.incerficiant.gem	宝石不足
error.world.boss.no.boss	BOSS还未刷新
error.world.boss.low.hp	血量不足
error.world.boss.low.sp	法力不足
error.world.boss.cd	正在CD中
error.hireLimit	20级及以下的玩家，不能雇佣超过自身等级10级以上的玩家
error.world.boss.level	等级不足
error.gumbling.failed	无法进行该操作
error.gumbling.no.count	没有剩余的次数了
error.gumbling.not.enough.money	宝石不足
error.award.already.get	奖励已领取，不可重复领取
error.award.not.start	活动未开始，不可领取奖励
error.award.already.start	活动进行中，不可领取，待活动结束再来领取
error.award.not.in.award.list	您的名次未达到领奖要求，无法领奖
error.second.guild.war.hp.too.low	血量低于20血不允许攻击Boss
error.second.guild.war.not.enough.sp	法力值过低不允许攻击Boss
error.second.guild.war.not.enough.money	宝石不足，请充值后再次操作
error.second.guild.war.can.not.award	不可领取奖励
error.second.guild.war.already.awarded	奖励已领取，不可重复领取
error.second.guild.war.level.not.enough	等级不足无法参加新工会战
error.second.guild.war.blessing.max	公会祝福等级已达到最大，无法再次购买祝福
static.maxMercenaryTip	您已达到佣兵数上限！
static.versionNum	版本：{0}
static.more	更多
static.modalHelp01	[#fff100]生命/法力/能量[#90de16]都可以通过时间慢慢恢复
static.modalHelp02	[#90de16]也可以用[#fff100]背包[#90de16]中的道具来恢复
